,房产名称,房屋类型,房产坐落,所在小区,建筑面积,户型,朝向,所在楼层,建成年代,规划用途,单位面积价格,财产参考总价,本次网络询价时点为
224,北京市通州区万盛北里459号楼3层3单元301:110.92(㎡),住宅用房,北京市通州区万盛北里459号楼3层3单元301,北京市通州区万盛北里459号楼,110.92㎡,3室1厅2卫,南北,3,,住宅,27713.00元/㎡,3073926.00元,2020年12月11日
225,通州区八里桥南街68号3号楼21层2503:126.05(㎡),住宅用房,通州区八里桥南街68号3号楼21层2503,京贸国际公寓,126.05㎡,3室1厅1卫,西南,21,,住宅,39055.00元/㎡,4922883.00元,2021年12月10日
226,通州区台湖镇次渠大街19号3号楼5至6层352:147.6(㎡),住宅用房,通州区台湖镇次渠大街19号3号楼5至6层352,华馨园,147.60㎡,2室3厅2卫,南北,5,,住宅,32486.00元/㎡,4794934.00元,2022年02月21日
227,北京市通州区天桥湾10号楼1层512:78.46(㎡),住宅用房,北京市通州区天桥湾10号楼1层512,天桥湾,78.46㎡,2室1厅1卫,南北,1,,住宅,42564.00元/㎡,3339571.00元,2021年08月09日
228,通州区安顺北里21号楼4层1单元401:155.3(㎡),住宅用房,通州区安顺北里21号楼4层1单元401,翠福园,155.30㎡,3室1厅2卫,南北,4,,住宅,37810.00元/㎡,5871893.00元,2022年03月30日
229,通州区景盛南二街45号院3号楼5层1单元502:53.05(㎡),住宅用房,通州区景盛南二街45号院3号楼5层1单元502,合生世界村,53.05㎡,1室1厅1卫,西向,5,,住宅,13892.00元/㎡,736971.00元,2020年09月10日
230,通州区杨庄南里甲65号楼6层3单元601:104.58(㎡),住宅用房,通州区杨庄南里甲65号楼6层3单元601,世纪星城,104.58㎡,3室1厅1卫,南北,6,,住宅,44215.00元/㎡,4624005.00元,2021年04月19日
231,通州区杨庄南里甲65号楼8层1单元801:104.84(㎡),住宅用房,通州区杨庄南里甲65号楼8层1单元801,世纪星城,104.84㎡,3室1厅1卫,南北,8,,住宅,45256.00元/㎡,4744639.00元,2021年04月19日
232,通州区芙蓉园287号楼2层1单元204:68.09(㎡),住宅用房,通州区芙蓉园287号楼2层1单元204,京贸国际城,68.09㎡,1室1厅1卫,南向,2,,住宅,55593.00元/㎡,3785327.00元,2021年06月02日
233,通州区草寺500号院二区5号楼1至2层01:293.18(㎡),住宅用房,通州区草寺500号院二区5号楼1至2层01,颐景别墅,293.18㎡,5室3厅3卫,南向,0,,别墅,45333.00元/㎡,13290729.00元,2020年11月10日
234,北京市通州区西马庄24号楼3层432:77.46(㎡),住宅用房,北京市通州区西马庄24号楼3层432,西马庄24号楼,77.46㎡,2室1厅1卫,东西,3,,住宅,32813.00元/㎡,2541695.00元,2022年03月09日
235,北京市通州区龙旺西里100号楼6层1单元608:66.24(㎡),住宅用房,北京市通州区龙旺西里100号楼6层1单元608,浅水湾,66.24㎡,2室1厅1卫,南北,6,,住宅,49284.00元/㎡,3264572.00元,2021年05月31日
236,门头沟区西宁路1号楼5层2单元501号:60.25(㎡),住宅用房,门头沟区西宁路1号楼5层2单元501号,三家店西宁路,60.25㎡,2室1厅1卫,南北,5,,住宅,29452.00元/㎡,1774483.00元,2022年02月28日
237,博特花园14号楼-1至2层全部:429.61(㎡),住宅用房,博特花园14号楼-1至2层全部,波特兰花园,429.61㎡,5室2厅3卫,南北,0,,别墅,39402.00元/㎡,16927493.00元,2022年02月07日
238,北京市顺义区双兴南区40号楼7层7单元702:149.2(㎡),住宅用房,北京市顺义区双兴南区40号楼7层7单元702,双兴南区,149.20㎡,3室1厅2卫,南北,7,,住宅,28462.00元/㎡,4246530.00元,2020年12月07日
239,北京市顺义区港馨家园35号楼6层二单元602:81.63(㎡),住宅用房,北京市顺义区港馨家园35号楼6层二单元602,港馨家园,81.63㎡,2室1厅1卫,南北,6,,住宅,33901.00元/㎡,2767339.00元,2021年08月23日
240,顺义区港馨家园47号楼3层五单元302:89.84(㎡),住宅用房,顺义区港馨家园47号楼3层五单元302,港馨家园,89.84㎡,2室1厅1卫,南北,3,,住宅,32230.00元/㎡,2895543.00元,2022年03月08日
241,北京市顺义区滨河小区36号楼8单元301:76.53(㎡),住宅用房,北京市顺义区滨河小区36号楼8单元301,望潮家园,76.53㎡,2室1厅1卫,南北,3,,住宅,33666.00元/㎡,2576459.00元,2021年08月16日
242,顺义区石园南区30号楼5层四单元501:86.04(㎡),住宅用房,顺义区石园南区30号楼5层四单元501,石园南社区,86.04㎡,2室1厅1卫,南北,5,,住宅,29106.00元/㎡,2504280.00元,2022年03月25日
243,顺义区站前街8号院10号楼9层1单元1001:112.82(㎡),住宅用房,顺义区站前街8号院10号楼9层1单元1001,站前街8号院,112.82㎡,3室1厅2卫,南北,9,,住宅,29513.00元/㎡,3329657.00元,2020年12月14日
244,北京市顺义区绿港家园四区3号楼5层2单元502:166.42(㎡),住宅用房,北京市顺义区绿港家园四区3号楼5层2单元502,绿港家园四区,166.42㎡,3室2厅2卫,南北,5,,住宅,40814.00元/㎡,6792266.00元,2020年09月09日
245,北京市顺义区裕龙花园六区30号楼3层一单元301:118.98(㎡),住宅用房,北京市顺义区裕龙花园六区30号楼3层一单元301,裕龙花园六区,118.98㎡,3室1厅1卫,南北,3,,住宅,31211.00元/㎡,3713485.00元,2021年02月24日
246,顺义区馨港庄园三区20号楼2层二单元203:89.29(㎡),住宅用房,顺义区馨港庄园三区20号楼2层二单元203,馨港庄园三区,89.29㎡,2室2厅1卫,南北,2,,住宅,31996.00元/㎡,2856923.00元,2020年09月21日
247,顺义区马坡花园7号楼3至4层二单元301:252.88(㎡),住宅用房,顺义区马坡花园7号楼3至4层二单元301,马坡花园,252.88㎡,4室2厅2卫,南北,3,,住宅,27151.00元/㎡,6865945.00元,2021年03月15日
248,延庆区莲花苑小区12号楼5层110:106.29(㎡),住宅用房,延庆区莲花苑小区12号楼5层110,莲花苑小区,106.29㎡,2室1厅1卫,南北,5,,住宅,16598.00元/㎡,1764201.00元,2021年05月17日
250,房山区良乡行宫园二里1号楼5层7-502:95.99(㎡),住宅用房,房山区良乡行宫园二里1号楼5层7-502,行宫园二里,95.99㎡,3室1厅1卫,南北,5,,住宅,28636.00元/㎡,2748770.00元,2021年04月14日
251,房山区长阳镇嘉州水郡179号6层605:87.75(㎡),住宅用房,房山区长阳镇嘉州水郡179号6层605,加州水郡四期,87.75㎡,2室1厅1卫,西北,6,,住宅,27800.00元/㎡,2439450.00元,2021年11月16日
252,朝阳区望京西路50号院10号楼19至20层1单元2202号:132.25(㎡),住宅用房,朝阳区望京西路50号院10号楼19至20层1单元2202号,鹿港嘉苑,132.25㎡,2室2厅2卫,南向,19,,住宅,86946.00元/㎡,11498609.00元,2022年02月25日
253,石景山区海特花园5号楼6层4单元601号:115.2(㎡),住宅用房,石景山区海特花园5号楼6层4单元601号,石景山区海特花园5号楼,115.20㎡,3室1厅1卫,南北,6,,住宅,51612.00元/㎡,5945702.00元,2021年11月02日
254,石景山区碣石坪小区1号楼3层3单元302号:40.36(㎡),住宅用房,石景山区碣石坪小区1号楼3层3单元302号,碣石坪小区,40.36㎡,1室1厅1卫,南向,3,,住宅,56615.00元/㎡,2284981.00元,2021年12月21日
255,石景山区聚兴园5号楼3层4单元302:99.99(㎡),住宅用房,石景山区聚兴园5号楼3层4单元302,聚兴园小区,99.99㎡,2室1厅1卫,南北,3,,住宅,44108.00元/㎡,4410359.00元,2022年03月21日
256,石景山模式口南里28号楼11层3单元1102号:60.18(㎡),住宅用房,石景山模式口南里28号楼11层3单元1102号,石景山模式口南里28号楼,60.18㎡,2室1厅1卫,南向,11,,住宅,50240.00元/㎡,3023443.00元,2021年11月02日
257,通州区八里桥南街68号6号楼4层510:96.27(㎡),住宅用房,通州区八里桥南街68号6号楼4层510,通州区八里桥南街68号6号楼,96.27㎡,2室1厅1卫,西南,5,,住宅,32842.00元/㎡,3161699.00元,2021年11月08日
258,顺义区梅香街8号院1号楼8层1单元801:137.81(㎡),住宅用房,顺义区梅香街8号院1号楼8层1单元801,顺义区梅香街,137.81㎡,3室2厅2卫,南北,8,,住宅,30454.00元/㎡,4196866.00元,2021年11月19日
259,丰台区富锦嘉园四区6号楼1-601号:199.47(㎡),住宅用房,丰台区富锦嘉园四区6号楼1-601号,丰台区富锦嘉园四区,199.47㎡,5室2厅3卫,南北,6,,住宅,58044.00元/㎡,11578037.00元,2021年11月17日
260,北京市大兴区兴盛街187号院8号楼3层3-301:83.6(㎡),住宅用房,北京市大兴区兴盛街187号院8号楼3层3-301,北京市大兴区兴盛街187号院,83.60㎡,2室1厅1卫,南北,3,,住宅,66588.00元/㎡,5566757.00元,2021年06月03日
261,大兴区庞各庄镇隆盛西园10号楼6层601:118.44(㎡),住宅用房,大兴区庞各庄镇隆盛西园10号楼6层601,隆盛园,118.44㎡,3室1厅1卫,南北,6,,住宅,22201.00元/㎡,2629486.00元,2021年08月05日
262,大兴区育星苑16号楼3层3-302:90.73(㎡),住宅用房,大兴区育星苑16号楼3层3-302,育星苑小区,90.73㎡,2室1厅1卫,南北,3,,住宅,23381.00元/㎡,2121358.00元,2021年05月07日
263,6号楼1层二单元103:100.22(㎡),住宅用房,6号楼1层二单元103,上都首府家园,100.22㎡,2室1厅1卫,南向,1,,住宅,24801.00元/㎡,2485556.00元,2021年03月29日
264,北京市房山区房山城关北里2号楼3层3-303:71.47(㎡),住宅用房,北京市房山区房山城关北里2号楼3层3-303,北京市房山区房山城关北里,71.47㎡,2室1厅1卫,北向,3,,住宅,19539.00元/㎡,1396452.00元,2021年09月03日
265,北京市房山区汇丰街1号院4号楼9至10层4单元902:295.61(㎡),住宅用房,北京市房山区汇丰街1号院4号楼9至10层4单元902,世界名园D区,295.61㎡,6室4厅4卫,南北,9,,住宅,18613.00元/㎡,5502189.00元,2021年03月19日
266,昌平区北七家镇温泉花园B区C11号楼6层7单元761:119.73(㎡),住宅用房,昌平区北七家镇温泉花园B区C11号楼6层7单元761,温泉花园,119.73㎡,3室2厅2卫,南北,6,,住宅,29025.00元/㎡,3475163.00元,2021年10月19日
267,昌平区天泽苑16号楼12层1单元1201:106.21(㎡),住宅用房,昌平区天泽苑16号楼12层1单元1201,天泽苑小区,106.21㎡,2室1厅1卫,东向,12,,住宅,34167.00元/㎡,3628877.00元,2021年09月23日
268,北京市朝阳区光华路2号院2号楼7层808:171.9(㎡),住宅用房,北京市朝阳区光华路2号院2号楼7层808,光华路2号院,171.90㎡,3室2厅2卫,南向,7,,住宅,45951.00元/㎡,7898977.00元,2020年11月27日
269,北京市朝阳区北苑路13号院1号楼5层C单元510号:123.88(㎡),住宅用房,北京市朝阳区北苑路13号院1号楼5层C单元510号,北苑家园,123.88㎡,1室1厅1卫,西北,5,,住宅,47079.00元/㎡,5832147.00元,2020年11月13日
270,北京市朝阳区南湖东园108号楼6至7层9门602:186.97(㎡),住宅用房,北京市朝阳区南湖东园108号楼6至7层9门602,南湖东园108号楼,186.97㎡,4室3厅3卫,南北,6,,住宅,35068.00元/㎡,6556664.00元,2020年12月10日
271,北京市朝阳区建国路88号院7号楼36至37层4106:450.06(㎡),住宅用房,北京市朝阳区建国路88号院7号楼36至37层4106,建国路88号院,450.06㎡,6室3厅3卫,南北,36,,住宅,36808.00元/㎡,16565808.00元,2020年09月02日
272,北京市朝阳区慧忠北里314号楼6至7层608:206.06(㎡),住宅用房,北京市朝阳区慧忠北里314号楼6至7层608,天创世缘,206.06㎡,3室2厅3卫,西向,6,,住宅,69405.00元/㎡,14301594.00元,2021年09月01日
273,北京市朝阳区朝阳北路99号楼27层2单元3107:86.57(㎡),住宅用房,北京市朝阳区朝阳北路99号楼27层2单元3107,大悦城公寓,86.57㎡,3室1厅1卫,南向,27,,办公,33691.00元/㎡,2916630.00元,2020年12月24日
274,北京市朝阳区西坝河东里4号楼1层5门102:55.99(㎡),住宅用房,北京市朝阳区西坝河东里4号楼1层5门102,西坝河东里,55.99㎡,2室1厅1卫,南北,1,,住宅,59091.00元/㎡,3308505.00元,2021年01月14日
275,北京市海淀区万泉新新家园12号楼7层①-702:140.62(㎡),住宅用房,北京市海淀区万泉新新家园12号楼7层①-702,万泉新新家园,140.62㎡,1室1厅1卫,东南,7,,住宅,134103.00元/㎡,18857564.00元,2021年07月20日
276,北京市海淀区中关村东路1号院5号楼16层西楼1606:94.43(㎡),住宅用房,北京市海淀区中关村东路1号院5号楼16层西楼1606,北京市海淀区中关村东路1号院,94.43㎡,1室1厅1卫,东向,16,,高档公寓,86085.00元/㎡,8129007.00元,2020年12月10日
277,北京市海淀区冠城园之冠城北园3号楼17层三单元17B:340.2(㎡),住宅用房,北京市海淀区冠城园之冠城北园3号楼17层三单元17B,冠城北园,340.20㎡,4室2厅2卫,南北,17,,住宅,113281.00元/㎡,38538196.00元,2021年12月20日
278,北京市门头沟区滨河楼7号楼2层1单元4号:58.6(㎡),住宅用房,北京市门头沟区滨河楼7号楼2层1单元4号,滨河楼小区,58.60㎡,2室1厅1卫,东西,2,,住宅,30639.00元/㎡,1795445.00元,2021年12月24日
279,平谷区迎宾街1号院3号楼8层802:149.55(㎡),住宅用房,平谷区迎宾街1号院3号楼8层802,万德福广场,149.55㎡,3室2厅2卫,南北,8,,住宅,23697.00元/㎡,3543886.00元,2021年08月18日
280,房山区良乡镇罗府家园3号楼2单元1001号:91.33(㎡),住宅用房,房山区良乡镇罗府家园3号楼2单元1001号,罗府家园,91.33㎡,2室1厅1卫,东西,10,,住宅,29085.00元/㎡,2656333.00元,2021年09月22日
281,昌平区沙河镇豆各庄村碧水庄园三期39-6号:758.88(㎡),住宅用房,昌平区沙河镇豆各庄村碧水庄园三期39-6号,碧水庄园,758.88㎡,8室8厅4卫,南向,0,,别墅,78929.00元/㎡,59897640.00元,2021年06月16日
282,石景山区五里坨西小街7号院1号楼1层2单元101:63.15(㎡),住宅用房,石景山区五里坨西小街7号院1号楼1层2单元101,五里坨西小街,63.15㎡,2室1厅1卫,东西,1,,住宅,30998.00元/㎡,1957524.00元,2022年01月19日
283,石景山区海特花园44号楼5层505号:262.62(㎡),住宅用房,石景山区海特花园44号楼5层505号,海特花园,262.62㎡,3室1厅2卫,东北,5,,住宅,48639.00元/㎡,12773574.00元,2022年01月29日
284,北京市东城区广渠南水关胡同5号楼7层乙单元703:70.94(㎡),住宅用房,北京市东城区广渠南水关胡同5号楼7层乙单元703,南水关胡同,70.94㎡,2室1厅1卫,南向,7,,住宅,81779.00元/㎡,5801402.00元,2020年07月13日
285,北京市大兴区半壁店绿茵花园别墅如茵区11号1至2层全部:234.3(㎡),住宅用房,北京市大兴区半壁店绿茵花园别墅如茵区11号1至2层全部,绿茵花园,234.30㎡,4室1厅3卫,南北,1,,住宅,18372.00元/㎡,4304560.00元,2021年01月04日
286,北京市大兴区庞各庄镇隆盛西园7号楼1层2-101:82.74(㎡),住宅用房,北京市大兴区庞各庄镇隆盛西园7号楼1层2-101,北京市大兴区庞各庄镇隆盛西园,82.74㎡,2室1厅1卫,南北,1,,住宅,39061.00元/㎡,3231907.00元,2021年02月02日
287,北京市平谷区夏各庄镇夏各庄内环南路9号院4号楼6层3单元602:88.44(㎡),住宅用房,北京市平谷区夏各庄镇夏各庄内环南路9号院4号楼6层3单元602,由山由谷由山嘉园,88.44㎡,3室1厅1卫,南北,6,,住宅,19921.00元/㎡,1761813.00元,2021年07月28日
288,北京市东城区民主北街26号院2号楼6层20611:47.11(㎡),住宅用房,北京市东城区民主北街26号院2号楼6层20611,城市亮点,47.11㎡,1室1厅1卫,西向,6,,住宅,74384.00元/㎡,3504230.00元,2020年10月27日
289,丰台区方庄蒲芳路9号4号楼8层2-801:136.21(㎡),住宅用房,丰台区方庄蒲芳路9号4号楼8层2-801,GOGO新世代,136.21㎡,3室1厅2卫,南北,8,,住宅,71507.00元/㎡,9739968.00元,2021年06月16日
290,黄村镇林校北里甲1号2001号:101.8(㎡),住宅用房,黄村镇林校北里甲1号2001号,黄村镇林校北里甲1号,101.80㎡,2室1厅1卫,北向,20,,住宅,34295.00元/㎡,3491231.00元,2020年06月24日
291,北京市大兴区民顺路6号院4号楼2层2单元201:91.2(㎡),住宅用房,北京市大兴区民顺路6号院4号楼2层2单元201,金色漫香郡,91.20㎡,2室1厅1卫,南北,2,,住宅,31758.00元/㎡,2896330.00元,2021年10月13日
292,海鑫北路18号院,住宅用房,北京市大兴区海鑫北路18号院1号楼6层2单元601室,海鑫北路18号院,90.39㎡,2室2厅1卫,南北,6,,住宅,39176.00元/㎡,3541119.00元,2020年05月26日
293,大兴区育林街8号院3号楼10层1单元1001:128.21(㎡),住宅用房,大兴区育林街8号院3号楼10层1单元1001,大兴区育林街8号院3号楼,128.21㎡,3室1厅2卫,南北,10,,住宅,16604.00元/㎡,2128799.00元,2021年02月24日
294,大兴区香留园231号楼1至3层2:230.35(㎡),住宅用房,大兴区香留园231号楼1至3层2,香留园,230.35㎡,4室2厅1卫,南北,1,,住宅,37818.00元/㎡,8711376.00元,2020年12月09日
295,三合南里,住宅用房,北京市大兴区黄村镇三合南里26号楼2层2-202室,三合南里,95.57㎡,2室2厅1卫,南北,2,,住宅,40400.00元/㎡,3861028.00元,2020年05月26日
296,平谷区迎宾花园8号楼2至3层2单元201:167.95(㎡),住宅用房,平谷区迎宾花园8号楼2至3层2单元201,迎宾花园社区,167.95㎡,4室2厅3卫,南北,2,,住宅,22809.00元/㎡,3830772.00元,2020年05月21日
297,北京市延庆区康安小区4号楼2层一单元104:75.16(㎡),住宅用房,北京市延庆区康安小区4号楼2层一单元104,康安小区,75.16㎡,2室1厅1卫,南北,2,,住宅,21801.00元/㎡,1638563.00元,2021年11月12日
298,北京市房山区良乡地区体育场路6号3号楼3-401号:135.78(㎡),住宅用房,北京市房山区良乡地区体育场路6号3号楼3-401号,良乡地区体育场路6号3号楼3-401号,135.78㎡,3室2厅2卫,南北,4,,住宅,27554.00元/㎡,3741282.00元,2021年05月20日
299,昌平区北七家镇名佳花园三区41号楼4层2单元242:109.43(㎡),住宅用房,昌平区北七家镇名佳花园三区41号楼4层2单元242,名佳花园三区,109.43㎡,2室2厅1卫,南北,4,,住宅,37818.00元/㎡,4138424.00元,2021年07月21日
300,朝阳区南湖西园224号楼8层901:140.54(㎡),住宅用房,朝阳区南湖西园224号楼8层901,朝阳区南湖西园224号楼,140.54㎡,3室1厅2卫,西北,8,,住宅,81477.00元/㎡,11450778.00元,2021年08月26日
301,北京市朝阳区建国路18号院6号楼28层2801号:139.2(㎡),住宅用房,北京市朝阳区建国路18号院6号楼28层2801号,珠江绿洲家园,139.20㎡,3室1厅1卫,南向,28,,住宅,51785.00元/㎡,7208472.00元,2021年11月26日
302,北京市朝阳区朝阳公园路9号院2号楼5单元901号:389.4(㎡),住宅用房,北京市朝阳区朝阳公园路9号院2号楼5单元901号,朝阳公园路九号公寓,389.40㎡,4室3厅5卫,东向,8,,住宅,70957.00元/㎡,27630656.00元,2021年08月17日
303,北京市朝阳区林泉街8号院6号楼7层2单元701号:115(㎡),,北京市朝阳区林泉街8号院6号楼7层2单元701号,2、询价对象市场成交案例,115.00㎡,2室2厅2卫,南北,7,,住宅,74595.00元/㎡,8578425.00元,2020年04月22日
304,北京市朝阳区林泉街8号院6号楼7层2单元701号:115(㎡),,北京市朝阳区林泉街8号院6号楼7层2单元701号,2、询价对象市场成交案例,115.00㎡,2室2厅2卫,南北,7,,住宅,74595.00元/㎡,8578425.00元,2020年04月22日
305,北京市朝阳区潘家园南里2号楼5层1单元503:69.68(㎡),住宅用房,北京市朝阳区潘家园南里2号楼5层1单元503,北京市朝阳区潘家园南里2号楼5层1单元503,69.68㎡,2室1厅1卫,南北,5,,住宅,59232.00元/㎡,4127286.00元,2021年06月01日
306,北京市朝阳区百子园1号楼14层C单元12B04房屋:131.96(㎡),住宅用房,北京市朝阳区百子园1号楼14层C单元12B04房屋,后现代城,131.96㎡,3室1厅1卫,西南,14,,住宅,69121.00元/㎡,9121207.00元,2020年11月05日
307,北京市朝阳区百子湾路16号百子园6号楼15层D单元1502:51.07(㎡),住宅用房,北京市朝阳区百子湾路16号百子园6号楼15层D单元1502,后现代城B区,51.07㎡,1室1厅1卫,北向,15,,住宅,69629.00元/㎡,3555953.00元,2022年01月06日
308,朝阳区科荟路8号1号楼9层904:205.44(㎡),住宅用房,朝阳区科荟路8号1号楼9层904,北京荣尊堡国际俱乐部公寓,205.44㎡,4室2厅3卫,西南,9,,住宅,76988.00元/㎡,15816415.00元,2021年08月03日
309,海淀区上河村一区1号楼7层5单元702:178.74(㎡),住宅用房,海淀区上河村一区1号楼7层5单元702,鲁园上河村,178.74㎡,3室1厅2卫,南北,7,,住宅,131551.00元/㎡,23513426.00元,2022年03月31日
310,北京市海淀区大柳树富海中心4号楼12层1206:153.58(㎡),住宅用房,北京市海淀区大柳树富海中心4号楼12层1206,富海中心,153.58㎡,3室2厅2卫,南向,12,,住宅,100772.00元/㎡,15476564.00元,2021年12月07日
311,北京市海淀区建材城中路1号南12号楼3层4门302:160.23(㎡),住宅用房,北京市海淀区建材城中路1号南12号楼3层4门302,枫丹丽舍,160.23㎡,3室1厅1卫,南北,3,,住宅,85404.00元/㎡,13684283.00元,2022年04月01日
312,北京市海淀区板井路69号世纪金源国际公寓西区10层六单元11D:210.24(㎡),住宅用房,北京市海淀区板井路69号世纪金源国际公寓西区10层六单元11D,世纪金源国际公寓,210.24㎡,5室2厅2卫,南北,10,,住宅,68635.00元/㎡,14429822.00元,2021年08月03日
313,海淀区板井路69号世纪金源国际公寓西区14层六单元17A:245.79(㎡),住宅用房,海淀区板井路69号世纪金源国际公寓西区14层六单元17A,世纪金源国际公寓,245.79㎡,4室2厅2卫,西北,14,,住宅,70998.00元/㎡,17450598.00元,2021年08月24日
314,北京市海淀区芙蓉里南街6号1号楼2层201:144.94(㎡),住宅用房,北京市海淀区芙蓉里南街6号1号楼2层201,北京市海淀区芙蓉里南街6号,144.94㎡,3室1厅1卫,东北,2,,住宅,120555.00元/㎡,17473242.00元,2021年10月11日
315,海淀区蓟门里小区北5号楼4层3单元401:54.5(㎡),住宅用房,海淀区蓟门里小区北5号楼4层3单元401,蓟门里小区,54.50㎡,2室1厅1卫,南向,4,,住宅,95677.00元/㎡,5214397.00元,2022年03月14日
316,海淀区西直门北大街32号院5号楼9层1007:96.75(㎡),住宅用房,海淀区西直门北大街32号院5号楼9层1007,枫蓝国际公寓,96.75㎡,2室1厅1卫,西北,9,,住宅,66853.00元/㎡,6468028.00元,2020年12月16日
317,北京市海淀区颐泉家苑韶景居8号楼3层2单元301:377.11(㎡),住宅用房,北京市海淀区颐泉家苑韶景居8号楼3层2单元301,北京市海淀区颐泉家苑韶景居8号楼,377.11㎡,3室2厅4卫,南北,3,,住宅,92593.00元/㎡,34917746.00元,2021年08月26日
318,北京市石景山区玉泉西里二区18-1号楼3层3单元0302:109.61(㎡),住宅用房,北京市石景山区玉泉西里二区18-1号楼3层3单元0302,远洋山水,109.61㎡,2室1厅1卫,南北,3,,住宅,77032.00元/㎡,8443478.00元,2021年06月24日
319,西城区三里河路4号院1号楼5层2门12:57.8(㎡),住宅用房,西城区三里河路4号院1号楼5层2门12,西城区三里河路4号院1号楼5层2门12,57.80㎡,2室1厅1卫,南向,5,,住宅,76937.00元/㎡,4446959.00元,2020年12月24日
320,北京市通州区新华东街289号院3号楼10层1单元1002:231.39(㎡),住宅用房,北京市通州区新华东街289号院3号楼10层1单元1002,京杭府,231.39㎡,4室2厅3卫,东西,10,,住宅,50115.00元/㎡,11596110.00元,2021年06月25日
321,北京市通州区西富河园6号2号楼3层332:123.36(㎡),住宅用房,北京市通州区西富河园6号2号楼3层332,天赐良园东三期,123.36㎡,3室2厅2卫,南北,3,,住宅,32676.00元/㎡,4030911.00元,2021年02月07日
322,顺义区前进花园一区26号楼2层二单元202:92.94(㎡),住宅用房,顺义区前进花园一区26号楼2层二单元202,前进花园一区,92.94㎡,3室1厅1卫,南北,2,,住宅,34439.00元/㎡,3200761.00元,2021年06月29日
323,北京市顺义区安泰大街6号院15号楼13层3单元1301:113.06(㎡),住宅用房,北京市顺义区安泰大街6号院15号楼13层3单元1301,安泰大街6号院,113.06㎡,2室2厅2卫,南北,13,,住宅,36933.00元/㎡,4175645.00元,2021年09月13日
324,顺义区樱花园三区21号楼6层五单元601:105.87(㎡),住宅用房,顺义区樱花园三区21号楼6层五单元601,樱花园三区,105.87㎡,3室1厅2卫,南北,6,,住宅,31014.00元/㎡,3283452.00元,2021年03月09日
325,樱花园六区10号楼1层一单元101:92(㎡),住宅用房,樱花园六区10号楼1层一单元101,樱花园六区,92.00㎡,2室2厅1卫,南北,1,,住宅,30903.00元/㎡,2843076.00元,2021年09月03日
326,顺义区石园西区21号楼5层三单元501:72.35(㎡),住宅用房,顺义区石园西区21号楼5层三单元501,石园西区,72.35㎡,2室1厅1卫,南北,5,,住宅,36689.00元/㎡,2654449.00元,2021年03月19日
327,北京市顺义区站前街8号院7号楼15层1单元1701:164.46(㎡),住宅用房,北京市顺义区站前街8号院7号楼15层1单元1701,站前街8号院,164.46㎡,3室2厅1卫,南北,15,,住宅,44410.00元/㎡,7303669.00元,2021年08月16日
328,顺义区西辛南区37号楼3层八单元301:73.94(㎡),住宅用房,顺义区西辛南区37号楼3层八单元301,顺义区西辛南区,73.94㎡,2室1厅1卫,南北,3,,住宅,36130.00元/㎡,2671452.00元,2021年09月09日
329,北京市顺义区金宝花园58号楼1层58:343.22(㎡),住宅用房,北京市顺义区金宝花园58号楼1层58,金宝花园,343.22㎡,4室3厅3卫,南北,1,,别墅,34502.00元/㎡,11841776.00元,2021年05月07日
330,北京市顺义区顺恒大街7号院13号楼4至5层1单元401号:181.34(㎡),住宅用房,北京市顺义区顺恒大街7号院13号楼4至5层1单元401号,顺恒大街7号院,181.34㎡,4室2厅2卫,南北,4,,住宅,32328.00元/㎡,5862360.00元,2021年11月01日
331,顺义区马坡花园二区2号楼3层七单元301:81.72(㎡),住宅用房,顺义区马坡花园二区2号楼3层七单元301,马坡花园,81.72㎡,2室1厅1卫,南北,3,,住宅,31906.00元/㎡,2607358.00元,2021年12月03日
332,顺义区马坡花园二区4号楼5层三单元502:148.49(㎡),住宅用房,顺义区马坡花园二区4号楼5层三单元502,马坡花园,148.49㎡,3室2厅2卫,南北,5,,住宅,23622.00元/㎡,3507631.00元,2020年10月21日
333,房山区燕化星城健德四里2号楼24层2408:85.12(㎡),住宅用房,房山区燕化星城健德四里2号楼24层2408,燕化星城建德四里,85.12㎡,2室1厅1卫,南北,24,,住宅,26346.00元/㎡,2242572.00元,2021年07月26日
334,房山区长阳镇碧波园小区19号5层503:129.91(㎡),住宅用房,房山区长阳镇碧波园小区19号5层503,碧波园小区,129.91㎡,3室2厅2卫,南北,5,,住宅,20214.00元/㎡,2626001.00元,2020年12月08日
335,朝阳区大山子北里32号楼4层3门38:56.07(㎡),住宅用房,朝阳区大山子北里32号楼4层3门38,大山子北里,56.07㎡,2室1厅1卫,东向,4,,住宅,48004.00元/㎡,2691584.00元,2022年01月19日
336,丰台区帝京路1号1-481至2层全部:298.1(㎡),住宅用房,丰台区帝京路1号1-481至2层全部,帝京花园,298.10㎡,4室2厅3卫,南北,0,,住宅,64049.00元/㎡,19093007.00元,2020年10月15日
337,北京市平谷区渔阳花园2号楼28层2单元2801室,住宅用房,北京市平谷区渔阳花园2号楼28层2单元2801室,渔阳花园,133.63㎡,3室2厅2卫,南北,28,,住宅,26437.00元/㎡,3532776.00元,2022年03月11日
338,北京市平谷区渔阳花园2号楼28层2单元2803室,住宅用房,北京市平谷区渔阳花园2号楼28层2单元2803室,渔阳花园,134.87㎡,3室2厅2卫,南北,28,,住宅,26437.00元/㎡,3565558.00元,2022年03月13日
